country_code,cluster_no,topic_no,topics
EC,0,1,"['shirt', 'surfboard', 'white', 'hand', 'sign', 'pole', 'basebal', 'wear', 'water', 'park']"
EC,0,2,"['scissor', 'pair', 'close', 'street', 'sign', 'tabl', 'group', 'peopl', 'hand', 'hold']"
EC,0,3,"['phone', 'cell', 'hold', 'sit', 'person', 'crowd', 'suit', 'couch', 'tabl', 'pictur']"
EC,0,4,"['cell', 'phone', 'suit', 'hold', 'room', 'hand', 'person', 'stand', 'charger', 'close']"
EC,0,5,"['cell', 'phone', 'woman', 'hold', 'black', 'white', 'photo', 'wear', 'snowboard', 'person']"
EC,0,6,"['phone', 'cell', 'hold', 'person', 'hand', 'close', 'shirt', 'group', 'stand', 'woman']"
EC,0,7,"['pair', 'scissor', 'close', 'hand', 'sign', 'tabl', 'wear', 'white', 'background', 'larg']"
EC,0,8,"['hand', 'person', 'phone', 'cell', 'pair', 'scissor', 'hold', 'basebal', 'field', 'wine']"
EC,0,9,"['wear', 'stop', 'woman', 'street', 'sign', 'shirt', 'book', 'lay', 'bear', 'racket']"
EC,1,0,"['phone', 'cell', 'hand', 'room', 'babi', 'glass', 'wine', 'hold', 'woman']"
EC,2,0,"['suit', 'white', 'hold', 'umbrella', 'brush', 'young', 'girl', 'teeth', 'toothbrush']"
EC,3,0,"['pair', 'scissor']"
EC,4,0,"['cell', 'phone', 'hold', 'woman', 'face', 'bench', 'hand', 'sit', 'scarf', 'babi']"
EC,4,1,"['babi', 'bench', 'bear', 'sit', 'teddi', 'hand', 'hold', 'woman', 'phone', 'cell']"
EC,4,2,"['kitchen', 'babi', 'wear', 'sweater', 'hand', 'black', 'hors', 'cell', 'phone', 'hold']"
EC,4,3,"['room', 'hand', 'babi', 'bear', 'teddi', 'cell', 'phone', 'umbrella', 'small', 'white']"
EC,4,4,"['bottl', 'wine', 'pink', 'hand', 'shirt', 'cake', 'mouth', 'toothbrush', 'chair', 'sweater']"
EC,5,0,"['hold', 'room', 'pictur', 'hors', 'pose', 'woman']"
EC,6,0,"['park', 'vase', 'suit', 'flower', 'stand', 'tabl', 'white', 'toothbrush', 'build', 'pair']"
EC,6,1,"['woman', 'wear', 'shirt', 'stand', 'cell', 'phone', 'hold', 'kitchen', 'bench', 'sit']"
EC,6,2,"['scissor', 'pair', 'snow', 'cover', 'slope', 'knife', 'snowboard', 'hold', 'stand', 'rid']"
EC,6,3,"['room', 'stand', 'street', 'shirt', 'suit', 'peopl', 'sit', 'group', 'hold', 'skateboard']"
EC,6,4,"['room', 'suit', 'stand', 'wine', 'glass', 'woman', 'surfboard', 'person', 'hold', 'wave']"
EC,6,5,"['white', 'tabl', 'rid', 'pink', 'sit', 'laptop', 'group', 'cake', 'wear', 'larg']"
EC,6,6,"['black', 'jacket', 'pair', 'scissor', 'hand', 'hold', 'person', 'woman', 'wear', 'photo']"
EC,6,7,"['cell', 'phone', 'sign', 'clock', 'woman', 'white', 'hold', 'person', 'book', 'hand']"
EC,6,8,"['hold', 'person', 'suit', 'stand', 'group', 'peopl', 'hand', 'pair', 'scissor', 'phone']"
EC,6,9,"['ramp', 'hand', 'white', 'skateboard', 'hold', 'sleep', 'surfboard', 'book', 'rid', 'doorway']"
EC,7,0,"['bottl', 'group', 'vase', 'bunch', 'wine', 'sit', 'tabl']"
EG,0,0,"['rid', 'skateboard', 'street', 'stand', 'suit', 'walk', 'park', 'trick', 'tenni', 'doorway']"
EG,0,1,"['park', 'rid', 'woman', 'stand', 'street', 'suit', 'skateboard', 'play', 'frisbe', 'doorway']"
EG,1,0,"['bench', 'sit', 'woman']"
EG,2,0,"['build', 'woman', 'scissor', 'pair', 'stand', 'larg', 'clock', 'sit', 'tower', 'park']"
EG,2,1,"['pair', 'scissor', 'person', 'surfboard', 'toothbrush', 'water', 'hold', 'rid', 'wave', 'bikini']"
EG,2,2,"['cell', 'phone', 'hold', 'clock', 'woman', 'hand', 'food', 'chip', 'tabl', 'cake']"
EG,2,3,"['larg', 'vase', 'flower', 'white', 'close', 'plate', 'cell', 'hand', 'phone', 'person']"
EG,2,4,"['group', 'beach', 'walk', 'hors', 'peopl', 'surfboard', 'sandwich', 'rid', 'suitcas', 'carri']"
EG,2,5,"['suit', 'hold', 'frisbe', 'phone', 'cell', 'scissor', 'pair', 'stand', 'tabl', 'bird']"
EG,2,6,"['play', 'game', 'street', 'woman', 'stand', 'skateboard', 'tenni', 'cake', 'fork', 'kitchen']"
EG,2,7,"['street', 'rid', 'black', 'field', 'walk', 'kite', 'peopl', 'group', 'hold', 'hors']"
EG,2,8,"['suit', 'room', 'stand', 'build', 'clock', 'peopl', 'tabl', 'couch', 'surf', 'ocean']"
EG,2,9,"['cake', 'knife', 'train', 'toothbrush', 'young', 'bike', 'cut', 'soccer', 'fork', 'perch']"
EG,3,0,"['room', 'build', 'suit', 'street', 'black', 'basebal', 'skateboard', 'rid', 'stand', 'field']"
EG,4,0,"['food', 'fork', 'knife', 'plate']"
EG,5,0,"['room', 'suit', 'hold', 'cell', 'hand', 'phone']"
ES,0,0,"['blue', 'hydrant']"
ES,1,0,"['differ', 'larg', 'type']"
ES,2,0,"['wear', 'shirt', 'dress', 'tenni', 'woman', 'racquet', 'court', 'hold', 'phone', 'suit']"
ES,2,1,"['sit', 'couch', 'wine', 'glass', 'banana', 'bunch', 'hold', 'bench', 'blue', 'tree']"
ES,2,2,"['cell', 'phone', 'hold', 'woman', 'dress', 'glass', 'wine', 'room', 'bear', 'teddi']"
ES,2,3,"['stand', 'cell', 'phone', 'suit', 'hold', 'cake', 'group', 'peopl', 'tabl', 'room']"
ES,2,4,"['shirt', 'wear', 'dress', 'pink', 'black', 'woman', 'suit', 'stand', 'jacket', 'doorway']"
ES,3,0,"['shirt', 'wear']"
ES,4,0,"['cell', 'phone', 'bench', 'larg', 'tower', 'sit', 'hold', 'clock', 'peopl', 'group']"
ES,4,1,"['sidewalk', 'room', 'walk', 'peopl', 'group', 'stand', 'suit', 'chair', 'beach', 'build']"
ES,4,2,"['stand', 'field', 'woman', 'kitchen', 'hydrant', 'group', 'sink', 'peopl', 'bathroom', 'hold']"
ES,4,3,"['stand', 'suit', 'room', 'group', 'peopl', 'tabl', 'woman', 'build', 'street', 'laptop']"
ES,4,4,"['clock', 'larg', 'build', 'walk', 'street', 'stand', 'peopl', 'group', 'suit', 'park']"
ES,4,5,"['sit', 'bench', 'tabl', 'peopl', 'group', 'field', 'grass', 'woman', 'hydrant', 'soccer']"
ES,4,6,"['woman', 'hold', 'tabl', 'stand', 'umbrella', 'room', 'street', 'sit', 'cake', 'coffe']"
ES,4,7,"['woman', 'larg', 'play', 'wear', 'stand', 'frisbe', 'game', 'middl', 'build', 'shirt']"
ES,4,8,"['room', 'group', 'peopl', 'stand', 'suit', 'sit', 'field', 'window', 'umbrella', 'larg']"
ES,4,9,"['skateboard', 'street', 'hold', 'black', 'rid', 'woman', 'phone', 'boat', 'cell', 'park']"
ES,5,0,"['scissor', 'pair', 'person', 'hold', 'white', 'hand', 'sit', 'knife', 'wooden', 'snowboard']"
ES,5,1,"['white', 'flower', 'vase', 'black', 'sit', 'knife', 'tabl', 'photo', 'fork', 'person']"
ES,5,2,"['scissor', 'pair', 'suit', 'sit', 'stand', 'wear', 'shoe', 'toothbrush', 'stuff', 'veget']"
ES,5,3,"['tenni', 'pizza', 'hold', 'hand', 'top', 'white', 'racket', 'differ', 'pocket', 'bunch']"
ES,5,4,"['anim', 'stuff', 'scissor', 'pair', 'person', 'book', 'hold', 'hand', 'cake', 'tabl']"
ES,5,5,"['stuff', 'anim', 'hold', 'sit', 'person', 'close', 'basebal', 'bear', 'wear', 'bird']"
ES,5,6,"['scissor', 'pair', 'surfboard', 'hand', 'hold', 'person', 'close', 'tabl', 'fork', 'top']"
ES,5,7,"['scissor', 'pair', 'person', 'hold', 'snowboard', 'room', 'snow', 'hand', 'close', 'ski']"
ES,5,8,"['scissor', 'pair', 'cell', 'phone', 'tabl', 'lay', 'knife', 'hand', 'yellow', 'wear']"
ES,5,9,"['plate', 'knife', 'person', 'food', 'hold', 'fork', 'sit', 'stuff', 'room', 'shirt']"
ES,6,0,"['food', 'pizza', 'plate', 'slice']"
ES,7,0,"['bunch', 'food', 'plat', 'differ', 'teddi', 'bear', 'type', 'lot', 'tabl', 'top']"
ES,8,0,"['room', 'kitchen', 'skateboard', 'sit', 'stand', 'suit']"
ES,9,0,"['phone', 'cell', 'person', 'hand', 'hold', 'tabl', 'book', 'snowboard', 'woman', 'stand']"
ES,9,1,"['scissor', 'pair', 'sign', 'mous', 'cell', 'phone', 'street', 'larg', 'blue', 'differ']"
ES,9,2,"['cell', 'phone', 'pair', 'hold', 'scissor', 'sign', 'room', 'stop', 'hand', 'stand']"
ES,9,3,"['hand', 'person', 'scissor', 'pair', 'phone', 'cell', 'hold', 'woman', 'street', 'clock']"
ES,9,4,"['phone', 'cell', 'sign', 'hold', 'stop', 'street', 'build', 'hand', 'skateboard', 'close']"
ES,9,5,"['phone', 'cell', 'hold', 'person', 'hand', 'snow', 'stand', 'scissor', 'pair', 'group']"
ES,9,6,"['suit', 'basebal', 'black', 'stand', 'room', 'close', 'group', 'hold', 'peopl', 'glass']"
ES,9,7,"['cell', 'phone', 'hold', 'hand', 'pair', 'person', 'scissor', 'white', 'photo', 'woman']"
ES,9,8,"['cell', 'phone', 'person', 'hold', 'wear', 'close', 'hand', 'larg', 'pair', 'black']"
ES,9,9,"['scissor', 'pair', 'surfboard', 'hand', 'black', 'chair', 'hold', 'white', 'bear', 'person']"
FR,0,0,"['cell', 'hand', 'hold', 'phone']"
FR,1,0,"['field', 'sit', 'group', 'peopl', 'stand', 'hydrant', 'rid', 'beach', 'skateboard', 'room']"
FR,1,1,"['stand', 'build', 'group', 'peopl', 'room', 'sit', 'hold', 'skateboard', 'phone', 'cell']"
FR,1,2,"['suit', 'stand', 'tabl', 'room', 'street', 'doorway', 'woman', 'rid', 'larg', 'motorcycl']"
FR,1,3,"['stand', 'play', 'bathroom', 'court', 'train', 'trick', 'group', 'peopl', 'tenni', 'larg']"
FR,1,4,"['room', 'suit', 'stand', 'person', 'woman', 'snow', 'chair', 'water', 'hold', 'sand']"
FR,1,5,"['tower', 'woman', 'park', 'clock', 'pair', 'scissor', 'stand', 'larg', 'sit', 'snow']"
FR,1,6,"['rid', 'larg', 'bike', 'room', 'black', 'train', 'street', 'peopl', 'group', 'skateboard']"
FR,1,7,"['park', 'build', 'woman', 'peopl', 'group', 'stand', 'larg', 'beach', 'clock', 'fli']"
FR,1,8,"['walk', 'clock', 'street', 'group', 'peopl', 'build', 'stand', 'hold', 'sink', 'larg']"
FR,1,9,"['build', 'larg', 'clock', 'suit', 'room', 'stand', 'kitchen', 'white', 'sit', 'banana']"
FR,2,0,"['phone', 'cell', 'hand', 'hold', 'person', 'suit', 'say', 'street', 'pictur', 'sign']"
FR,2,1,"['snowboard', 'bunch', 'pair', 'refriger', 'stand', 'suit', 'room', 'scissor', 'ski', 'shirt']"
FR,2,2,"['black', 'photo', 'white', 'person', 'phone', 'cell', 'close', 'clock', 'larg', 'hold']"
FR,2,3,"['phone', 'cell', 'hold', 'stand', 'hand', 'tabl', 'peopl', 'group', 'wall', 'snowboard']"
FR,2,4,"['sign', 'street', 'stop', 'keyboard', 'motorcycl', 'frisbe', 'rid', 'build', 'sit', 'black']"
FR,2,5,"['scissor', 'pair', 'hand', 'cell', 'phone', 'hold', 'person', 'park', 'sign', 'tabl']"
FR,2,6,"['room', 'woman', 'stand', 'lay', 'hold', 'flower', 'vase', 'couch', 'person', 'pair']"
FR,2,7,"['shirt', 'wear', 'woman', 'build', 'bench', 'sit', 'hold', 'white', 'phone', 'cell']"
FR,2,8,"['close', 'stand', 'cut', 'paper', 'person', 'book', 'kite', 'beach', 'basebal', 'scissor']"
FR,2,9,"['hand', 'person', 'field', 'hold', 'cell', 'phone', 'larg', 'sign', 'basebal', 'white']"
FR,3,0,"['shirt', 'wear', 'woman', 'coffe', 'hold', 'sandwich', 'stand', 'cell', 'phone', 'glass']"
FR,3,1,"['phone', 'cell', 'hold', 'hand', 'woman', 'person', 'stand', 'black', 'suit', 'pink']"
FR,3,2,"['woman', 'cell', 'phone', 'hold', 'scissor', 'wear', 'pair', 'shirt', 'white', 'glass']"
FR,3,3,"['knife', 'wear', 'tabl', 'close', 'room', 'shirt', 'dress', 'pictur', 'pink', 'clock']"
FR,3,4,"['stand', 'suit', 'build', 'babi', 'woman', 'room', 'white', 'hold', 'doorway', 'larg']"
FR,3,5,"['suit', 'room', 'stand', 'person', 'wine', 'hold', 'glass', 'knife', 'snowboard', 'book']"
FR,3,6,"['peopl', 'group', 'hold', 'woman', 'stand', 'surfboard', 'wear', 'cake', 'larg', 'black']"
FR,3,7,"['scissor', 'pair', 'hold', 'hand', 'stand', 'person', 'woman', 'suit', 'food', 'stuff']"
FR,3,8,"['wear', 'suit', 'room', 'stand', 'shirt', 'field', 'jacket', 'sit', 'hold', 'top']"
FR,3,9,"['stand', 'cake', 'room', 'sit', 'tabl', 'bunch', 'motorcycl', 'white', 'peopl', 'suit']"
FR,4,0,"['food', 'tabl']"
FR,5,0,"['field', 'group', 'peopl', 'play', 'soccer']"
FR,6,0,"['bench', 'near', 'park', 'sit', 'tree', 'wooden']"
FR,7,0,"['street', 'road', 'motorcycl', 'park', 'black', 'build', 'meter', 'polic', 'photo', 'white']"
FR,7,1,"['road', 'white', 'park', 'build', 'black', 'photo', 'street', 'stripe', 'blue', 'motorcycl']"
FR,8,0,"['orang', 'bowl', 'coffe', 'sit', 'toothpast', 'toothbrush', 'close', 'counter', 'tabl']"
FR,9,0,['book']
GB,0,0,"['fork', 'knife', 'broccoli', 'rice', 'food', 'plate', 'differ', 'lot', 'top', 'type']"
GB,1,0,"['bike', 'walk', 'street', 'group', 'peopl', 'rid', 'train', 'cart', 'bench', 'rack']"
GB,1,1,"['larg', 'kitchen', 'stave', 'chair', 'forest', 'travel', 'train', 'tabl', 'park', 'stop']"
GB,1,2,"['stand', 'room', 'remot', 'street', 'suit', 'group', 'peopl', 'bathroom', 'toilet', 'televis']"
GB,1,3,"['park', 'keyboard', 'item', 'vase', 'flower', 'desk', 'platform', 'pull', 'differ', 'memorabilia']"
GB,1,4,"['clock', 'build', 'larg', 'stand', 'sink', 'peopl', 'bathroom', 'toilet', 'sign', 'hang']"
GB,1,5,"['refriger', 'peopl', 'stand', 'kitchen', 'skateboard', 'street', 'rid', 'sink', 'tabl', 'screen']"
GB,1,6,"['tower', 'build', 'clock', 'larg', 'middl', 'tabl', 'train', 'sit', 'station', 'near']"
GB,1,7,"['peopl', 'group', 'stand', 'cake', 'tabl', 'skateboard', 'room', 'park', 'lamp', 'sit']"
GB,1,8,"['window', 'room', 'water', 'couch', 'larg', 'boat', 'bench', 'beach', 'dock', 'live']"
GB,1,9,"['train', 'track', 'travel', 'street', 'stand', 'forest', 'build', 'skateboard', 'near', 'clock']"
GB,2,0,"['dress', 'room', 'shirt', 'stand', 'woman']"
GB,3,0,"['lot', 'knife', 'cake', 'differ', 'bunch', 'couch', 'top', 'color', 'tabl', 'game']"
GB,3,1,"['pair', 'scissor', 'bicycl', 'road', 'shoe', 'sit', 'bathroom', 'toilet', 'sink', 'park']"
GB,3,2,"['bunch', 'banana', 'tabl', 'orang', 'motorcycl', 'skateboard', 'stuff', 'park', 'bathroom', 'toilet']"
GB,3,3,"['jacket', 'skateboard', 'bicycl', 'hold', 'person', 'item', 'park', 'cake', 'broccoli', 'knife']"
GB,3,4,"['sit', 'sandwich', 'tabl', 'group', 'peopl', 'stand', 'chair', 'hydrant', 'plate', 'brown']"
GB,3,5,"['glass', 'wine', 'book', 'stand', 'room', 'hand', 'hold', 'suit', 'insid', 'flower']"
GB,3,6,"['plate', 'food', 'fork', 'vase', 'knife', 'flower', 'coffe', 'scissor', 'pair', 'tabl']"
GB,3,7,"['suit', 'bench', 'room', 'stand', 'fork', 'cake', 'coffe', 'wooden', 'larg', 'white']"
GB,3,8,"['group', 'kitchen', 'stand', 'wine', 'glass', 'peopl', 'scissor', 'pair', 'plate', 'coffe']"
GB,3,9,"['woman', 'eat', 'tabl', 'food', 'sit', 'hold', 'fri', 'peopl', 'sandwich', 'group']"
GB,4,0,"['pair', 'scissor', 'collect', 'room', 'book', 'peopl', 'teddi', 'bear', 'clock', 'bunch']"
GB,4,1,"['tabl', 'scissor', 'pair', 'close', 'sit', 'lay', 'sign', 'clock', 'larg', 'glass']"
GB,4,2,"['suit', 'stand', 'surfboard', 'hold', 'pictur', 'refriger', 'light', 'background', 'televis', 'cell']"
GB,4,3,"['knife', 'clock', 'cake', 'coffe', 'white', 'sign', 'person', 'refriger', 'camera', 'snowboard']"
GB,4,4,"['cell', 'phone', 'person', 'hand', 'hold', 'street', 'desk', 'pole', 'close', 'laptop']"
GB,5,0,"['cell', 'phone', 'street', 'hold', 'say', 'sign', 'snowboard', 'person', 'hand', 'white']"
GB,5,1,"['hand', 'person', 'phone', 'cell', 'hold', 'woman', 'scissor', 'pair', 'street', 'sign']"
GB,5,2,"['beard', 'hand', 'microphon', 'clock', 'larg', 'hold', 'book', 'cell', 'phone', 'scissor']"
GB,5,3,"['scissor', 'pair', 'book', 'stand', 'peopl', 'group', 'cellphon', 'arrow', 'small', 'collect']"
GB,5,4,"['room', 'stand', 'suit', 'sign', 'vase', 'book', 'coffe', 'store', 'cell', 'phone']"
GB,5,5,"['phone', 'cell', 'close', 'person', 'hold', 'clock', 'sign', 'stand', 'peopl', 'group']"
GB,5,6,"['cell', 'phone', 'hold', 'larg', 'pictur', 'person', 'black', 'hand', 'photo', 'bird']"
GB,5,7,"['cell', 'phone', 'hold', 'hand', 'person', 'pair', 'sign', 'stop', 'scissor', 'wall']"
GB,5,8,"['hand', 'scissor', 'pair', 'person', 'hold', 'phone', 'cell', 'shirt', 'wear', 'close']"
GB,5,9,"['cell', 'phone', 'scissor', 'pair', 'hold', 'larg', 'clock', 'hand', 'basebal', 'pole']"
GB,6,0,"['kite', 'street', 'hold', 'stand', 'skateboard', 'snow', 'woman', 'field', 'suit', 'hand']"
GB,6,1,"['park', 'skateboard', 'stand', 'room', 'bench', 'court', 'tenni', 'rid', 'cow', 'group']"
GB,6,2,"['frisbe', 'play', 'walk', 'street', 'sit', 'bench', 'field', 'woman', 'peopl', 'group']"
GB,6,3,"['bench', 'sit', 'peopl', 'group', 'beach', 'soccer', 'field', 'play', 'kit', 'build']"
GB,6,4,"['truck', 'stand', 'hors', 'suit', 'fli', 'grass', 'shirt', 'green', 'field', 'white']"
GB,6,5,"['beach', 'stand', 'rid', 'woman', 'kitchen', 'snow', 'street', 'hold', 'field', 'motorcycl']"
GB,6,6,"['peopl', 'group', 'stand', 'field', 'kite', 'outsid', 'clock', 'room', 'soccer', 'hold']"
GB,6,7,"['street', 'woman', 'umbrella', 'walk', 'frisbe', 'grass', 'stand', 'backyard', 'rid', 'skateboard']"
GB,6,8,"['soccer', 'field', 'play', 'peopl', 'group', 'wood', 'frisbe', 'white', 'bench', 'sit']"
GB,6,9,"['field', 'woman', 'frisbe', 'play', 'grass', 'stand', 'hors', 'rid', 'peopl', 'group']"
GB,7,0,"['bear', 'hand', 'hold', 'teddi', 'woman']"
GB,8,0,"['young', 'frisbe', 'green', 'shirt', 'suit', 'stand', 'banana', 'street', 'kitchen', 'field']"
GB,8,1,"['room', 'stand', 'suit', 'woman', 'game', 'young', 'couch', 'play', 'sit', 'video']"
GB,8,2,"['phone', 'cell', 'suit', 'room', 'stand', 'hold', 'woman', 'babi', 'hand', 'tabl']"
GB,8,3,"['stand', 'cake', 'woman', 'wear', 'surfboard', 'tabl', 'sit', 'park', 'group', 'peopl']"
GB,8,4,"['phone', 'cell', 'hold', 'dress', 'glass', 'wine', 'woman', 'hand', 'brown', 'larg']"
GB,8,5,"['wear', 'shirt', 'park', 'stand', 'look', 'live', 'skateboard', 'tenni', 'woman', 'purpl']"
GB,8,6,"['suit', 'skateboard', 'stand', 'cell', 'phone', 'build', 'wear', 'room', 'woman', 'hold']"
GB,8,7,"['shirt', 'wear', 'babi', 'woman', 'pink', 'wine', 'hold', 'dress', 'glass', 'play']"
GB,8,8,"['control', 'white', 'game', 'hors', 'live', 'woman', 'kite', 'stand', 'hold', 'hydrant']"
GB,8,9,"['young', 'group', 'peopl', 'mouth', 'smile', 'shirt', 'toothbrush', 'cell', 'phone', 'hold']"
GB,9,0,"['field', 'stand', 'close', 'white', 'kite', 'fli', 'park', 'kit', 'hold', 'peopl']"
GB,9,1,"['sign', 'build', 'stand', 'clock', 'background', 'stop', 'larg', 'street', 'bodi', 'black']"
GB,9,2,"['pair', 'scissor', 'hand', 'person', 'hold', 'phone', 'cell', 'field', 'rid', 'bunch']"
GB,9,3,"['fli', 'kite', 'person', 'beach', 'cell', 'phone', 'sign', 'street', 'hold', 'flower']"
GB,9,4,"['stand', 'group', 'peopl', 'larg', 'span', 'width', 'bridg', 'river', 'room', 'bodi']"
GB,9,5,"['surfboard', 'stand', 'suit', 'black', 'person', 'skateboard', 'hold', 'room', 'photo', 'walk']"
GB,9,6,"['road', 'sign', 'tree', 'stop', 'sit', 'branch', 'perch', 'pier', 'boat', 'hydrant']"
GB,9,7,"['white', 'larg', 'field', 'woman', 'background', 'boat', 'sit', 'photo', 'black', 'bench']"
GB,9,8,"['vase', 'sit', 'knife', 'white', 'flower', 'larg', 'hold', 'stuff', 'skateboard', 'anim']"
GB,9,9,"['wear', 'shirt', 'tree', 'hold', 'small', 'person', 'white', 'tenni', 'toilet', 'larg']"
GH,0,0,"['scissor', 'pair', 'tenni', 'woman', 'court', 'play', 'collect', 'hold', 'hand', 'grass']"
GH,0,1,"['tabl', 'woman', 'build', 'laptop', 'sink', 'clock', 'walk', 'street', 'live', 'couch']"
GH,0,2,"['peopl', 'group', 'stand', 'cake', 'tabl', 'larg', 'room', 'skateboard', 'clock', 'sit']"
GH,0,3,"['room', 'peopl', 'stand', 'glass', 'group', 'suit', 'wine', 'boat', 'refriger', 'water']"
GH,0,4,"['motorcycl', 'road', 'racket', 'hand', 'rid', 'mirror', 'shower', 'tenni', 'hold', 'bathroom']"
GH,1,0,"['beach', 'hors', 'rid', 'woman']"
GH,2,0,"['woman', 'beach', 'group', 'peopl', 'hold', 'umbrella', 'forest', 'pink', 'stand']"
GH,3,0,"['bicycl', 'dress', 'rid', 'woman']"
GH,4,0,"['book', 'background', 'cut', 'piec', 'paper', 'sign', 'close', 'shelf', 'street', 'bunch']"
GH,4,1,"['suit', 'room', 'stand', 'field', 'peopl', 'group', 'beach', 'hold', 'yellow', 'window']"
GH,4,2,"['cell', 'phone', 'woman', 'hold', 'room', 'stand', 'hors', 'pink', 'dress', 'hand']"
GH,4,3,"['suit', 'street', 'room', 'stand', 'ramp', 'skateboard', 'televis', 'rid', 'game', 'video']"
GH,4,4,"['kite', 'park', 'frisbe', 'woman', 'hold', 'hand', 'head', 'babi', 'couch', 'walk']"
GH,4,5,"['stand', 'woman', 'park', 'store', 'mirror', 'bikini', 'suit', 'street', 'girl', 'brush']"
GH,4,6,"['banana', 'bunch', 'court', 'racquet', 'tenni', 'fork', 'food', 'plate', 'close', 'field']"
GH,4,7,"['sit', 'tabl', 'peopl', 'group', 'snowboard', 'bench', 'sandwich', 'eat', 'grass', 'room']"
GH,4,8,"['pair', 'scissor', 'cell', 'phone', 'woman', 'hold', 'bench', 'water', 'stand', 'hand']"
GH,4,9,"['cell', 'phone', 'hold', 'woman', 'hand', 'scissor', 'pair', 'room', 'person', 'cake']"
GH,5,0,"['hand', 'frisbe', 'dress', 'racket', 'tenni', 'hold', 'woman']"
GR,0,0,"['mirror', 'stand', 'room', 'babi', 'hold', 'umbrella', 'pink', 'sit', 'bench', 'child']"
GR,1,0,"['rid', 'hors', 'bench', 'river', 'beach', 'wave', 'mountain', 'field', 'surfboard', 'woman']"
GR,1,1,"['dock', 'hydrant', 'middl', 'street', 'forest', 'person', 'sit', 'skateboard', 'cell', 'phone']"
GR,1,2,"['walk', 'street', 'hold', 'skateboard', 'woman', 'umbrella', 'surfboard', 'trick', 'group', 'stand']"
GR,1,3,"['clock', 'larg', 'tabl', 'sit', 'water', 'room', 'build', 'eleph', 'laptop', 'toilet']"
GR,1,4,"['clock', 'build', 'stand', 'larg', 'tower', 'group', 'peopl', 'field', 'room', 'porch']"
GR,1,5,"['build', 'clock', 'stand', 'larg', 'tower', 'rid', 'train', 'forest', 'travel', 'chair']"
GR,1,6,"['clock', 'tower', 'larg', 'build', 'train', 'travel', 'dock', 'room', 'snowboard', 'anim']"
GR,1,7,"['boat', 'water', 'dock', 'harbor', 'near', 'bodi', 'small', 'larg', 'sign', 'float']"
GR,1,8,"['track', 'train', 'travel', 'forest', 'kite', 'fli', 'metal', 'beach', 'airplan', 'near']"
GR,1,9,"['peopl', 'rain', 'walk', 'bird', 'sidewalk', 'citi', 'wave', 'tree', 'person', 'group']"
GR,2,0,"['shirt', 'wear', 'young', 'beach', 'stand', 'suit', 'hand', 'phone', 'cell', 'hold']"
GR,3,0,"['anim', 'stuff']"
GR,4,0,"['stand', 'larg', 'screen', 'dress', 'street', 'wear', 'scene', 'shirt', 'sign', 'kitchen']"
GR,5,0,"['hand', 'hold', 'cell', 'phone', 'cake', 'person', 'knife', 'woman', 'scissor', 'pair']"
GR,5,1,"['pink', 'shirt', 'knife', 'candl', 'cake', 'woman', 'skateboard', 'wear', 'bear', 'sit']"
GR,5,2,"['pair', 'scissor', 'person', 'hand', 'anim', 'stuff', 'hold', 'tabl', 'white', 'sit']"
GR,5,3,"['hold', 'person', 'hand', 'cell', 'phone', 'snowboard', 'scissor', 'pair', 'stand', 'room']"
GR,5,4,"['hand', 'scissor', 'pair', 'hold', 'person', 'paper', 'basebal', 'collect', 'sit', 'kite']"
GR,5,5,"['jacket', 'cell', 'phone', 'hold', 'wear', 'person', 'close', 'walk', 'bird', 'laptop']"
GR,5,6,"['scissor', 'pair', 'room', 'stand', 'suit', 'build', 'tabl', 'sit', 'person', 'snowboard']"
GR,5,7,"['scissor', 'pair', 'knife', 'lay', 'wear', 'tabl', 'hold', 'white', 'black', 'bear']"
GR,5,8,"['book', 'pair', 'knife', 'scissor', 'cake', 'item', 'candl', 'boat', 'lay', 'laptop']"
GR,5,9,"['scissor', 'pair', 'sit', 'hand', 'desk', 'laptop', 'hold', 'woman', 'person', 'phone']"
GT,0,0,"['stand', 'build', 'woman', 'black', 'wear', 'dress', 'doorway', 'shirt']"
GT,1,0,"['wear', 'snow', 'woman', 'street', 'rid', 'giraff', 'babi', 'feed', 'motorcycl', 'stand']"
GT,1,1,"['suit', 'frisbe', 'stand', 'backyard', 'slope', 'build', 'grass', 'play', 'woman', 'field']"
GT,1,2,"['sit', 'bench', 'hydrant', 'woman', 'motorcycl', 'snow', 'cook', 'knife', 'bike', 'skateboard']"
GT,1,3,"['beard', 'tabl', 'sandwich', 'eat', 'phone', 'cell', 'hors', 'sit', 'kitchen', 'prepar']"
GT,1,4,"['group', 'hold', 'peopl', 'park', 'basebal', 'grass', 'room', 'glass', 'stand', 'wine']"
GT,2,0,"['basebal', 'play', 'tenni', 'court', 'person', 'room', 'close', 'sit', 'tabl', 'hold']"
GT,2,1,"['pair', 'scissor', 'shirt', 'wear', 'hand', 'hold', 'photo', 'black', 'kite', 'bridg']"
GT,2,2,"['phone', 'cell', 'hold', 'suit', 'play', 'soccer', 'laptop', 'woman', 'room', 'court']"
GT,2,3,"['peopl', 'group', 'stand', 'park', 'giant', 'sign', 'book', 'snow', 'motorcycl', 'food']"
GT,2,4,"['tenni', 'court', 'play', 'racquet', 'swing', 'racket', 'ball', 'knife', 'hold', 'sit']"
