country_code,cluster_no,topic_no,topics
DE,4,3,"['mask', 'rysunek', 'sketch', 'girl', 'maskon', 'bleibgesund', 'saftyfirst', 'barber', 'mundschutzmask', 'mundschutz']"
DE,4,4,"['nopictur', 'stayhom', 'berlin', 'sport', 'corona', 'scfreiburg', 'vfbstuttgart', 'distanc', 'restart', 'bundesliga']"
DE,4,5,"['fotografi', 'covid', 'theater', 'shoot', 'lifeofanartist', 'director', 'perform', 'unna', 'theshowmustgoon', 'theatr']"
DE,4,6,"['oktoberfest', 'prost', 'eintrachtfan', 'abstandhalten', 'daslebenistschn', 'dpacom', 'photojourn', 'fankultur', 'dpafoto', 'adlerfrankfurt']"
DE,4,7,"['outfit', 'voyag', 'eshop', 'over', 'leffetmerestyl', 'blogueusemod', 'allemagn', 'dubai', 'aventur', 'frenchblogg']"
DE,4,8,"['homeless', 'facemask', 'coviddi', 'amor', 'lavoro', 'noncenecoviddi', 'rise', 'mask', 'himmel', 'szchwarz']"
DE,4,9,"['lockdown', 'citylif', 'berlin', 'stayhealthi', 'couplego', 'gaycoupl', 'minego', 'cookietim', 'oldpeopl', 'coronatest']"
DE,5,0,"['luxuri', 'luxurytravel', 'kempinski', 'amextravel', 'amexplatinum', 'vacat', 'summer', 'travel', 'kickerspow', 'restaur']"
DE,5,1,"['adlerarn', 'frankurtammain', 'adlerfrankfurt', 'dpacom', 'fussballherz', 'abstandhalten', 'daslebenistschn', 'waldstadion', 'dpafoto', 'sportfotograf']"
DE,5,2,"['interwiew', 'phaenomen', 'jugendzentrum', 'goodmood', 'redakt', 'friday', 'newpost', 'fernsehen', 'covid', 'rollenverhalten']"
DE,5,3,"['light', 'water', 'visitbavaria', 'munchen', 'tree', 'coast', 'road', 'germani', 'swim', 'munich']"
DE,5,4,"['peopl', 'niedersachsen', 'germanpavillon', 'zagarena', 'pressefoto', 'tosasecur', 'formertuiarena', 'expoplaza', 'planetm', 'lowersaxoni']"
DE,5,5,"['corona', 'konzert', 'sommer', 'covidiot', 'fakenew', 'maskenpflicht', 'mnchen', 'marienplatz', 'munich', 'reisebloggerd']"
DE,5,6,"['kickerspow', 'fussbal', 'weckesheim', 'reichelsheim', 'echzel', 'bingenheim', 'beienheim', 'jugendarbeit', 'wetterau', 'halloween']"
DE,5,7,"['stayhom', 'doichland', 'frhlichesostern', 'stayathom', 'allemagn', 'bung', 'feuerwehr', 'blaulicht', 'firefight', 'germani']"
DE,5,8,"['runner', 'geierlay', 'brcke', 'halfmarathon', 'runnergirl', 'runrunrun', 'laufen', 'theresienwi', 'germani', 'rennen']"
DE,5,9,"['famili', 'freund', 'healthcar', 'altern', 'healthyeat', 'wirheiraten', 'friendshipgo', 'friendship', 'franken', 'friend']"
DE,6,0,"['beimfriseur', 'blasmusik', 'coronakirm', 'irgendwasfehlt', 'kirm', 'prostkirm', 'standchen']"
DE,7,0,"['africa', 'africanbeauti', 'blackgirlmag', 'brownskin', 'freetong', 'freiburg', 'german', 'lastyear', 'oktoberfest', 'sierraleon']"
DE,8,0,"['immunsystem', 'immuneboost', 'vitaminc', 'thermomix', 'soest', 'sauerland', 'pravent', 'mohnes', 'kurkuma', 'ingwer']"
DE,9,0,"['stayhom', 'support', 'deathmetalband', 'gasmask', 'austrianmet', 'metalhead', 'baphomet', 'belphegorband', 'metalmerch', 'nuclearblast']"
DE,9,1,"['luna', 'schutz', 'restaur', 'natur', 'coronavirus', 'tischlerei', 'gegencorona', 'fleddermann', 'heimat', 'collabor']"
DE,9,2,"['safetyfirst', 'unaufhaltbar', 'rave', 'corona', 'hauberlin', 'infinitejest', 'reinigung', 'umbrellacorp', 'sanit', 'desinfekt']"
DE,9,3,"['sommer', 'konzert', 'werbung', 'corona', 'brillenheil', 'nidderau', 'sport', 'restart', 'soccer', 'vfbstuttgart']"
DE,9,4,"['travel', 'kickerspow', 'restaur', 'echzel', 'travelgram', 'interiordesign', 'reichelsheim', 'beienheim', 'jugendarbeit', 'bingenheim']"
DE,9,5,"['freiheit', 'caravan', 'reisemobil', 'wohnmobil', 'facebook', 'ferien', 'birthday', 'club', 'hardcor', 'hardstyl']"
DE,9,6,"['covid', 'hinderniss', 'ericdecastro', 'vernissag', 'auftragerfullt', 'erdosam', 'dreigrazien', 'klausprior', 'arpenck', 'lockdown']"
DE,9,7,"['kirm', 'hochzeitstrend', 'hochzeit', 'mask', 'werbung', 'griechenland', 'beimfriseur', 'prostkirm', 'irgendwasfehlt', 'standchen']"
DE,9,8,"['hygien', 'night', 'veranstaltungen', 'handwerk', 'hamburg', 'maskenpflicht', 'lieferung', 'michaelsen', 'klavier', 'reperatur']"
DE,9,9,"['stage', 'ledwal', 'instagood', 'happi', 'sarscov', 'pandemi', 'cartoon', 'graffiti', 'meme', 'interview']"
DK,0,0,"['lillemorbuk', 'kreativ', 'trashcan', 'summer', 'sticker', 'silhouett', 'prusa', 'newcollect', 'mancav', 'logo']"
DK,1,0,"['endejligdag', 'klimbjerghotel', 'pasphinanden', 'bolig', 'bryllup', 'havegld', 'hyggetid', 'homedecour', 'chicantiqu', 'skrehav']"
DK,1,1,"['autmunmood', 'influenc', 'endejligdag', 'isol', 'babygirl', 'bryllup', 'denmark', 'pasphinanden', 'frstefdselsdag', 'fdselsdagskag']"
DK,2,0,['endejligdag']
DK,3,0,"['pasphinanden', 'konkurr', 'voltig', 'volti', 'sprithnder', 'rideskol', 'rideklub', 'corona', 'landsstvn', 'hesteliv']"
DK,4,0,"['vrnemidl', 'lemvighml', 'klarigen', 'detskalnokg', 'mundbind', 'klass', 'takeov', 'svmning', 'skolel', 'prstfjord']"
DK,4,1,"['mundbind', 'odontologo', 'dentista', 'odontologia', 'tapaboca', 'pasphinanden', 'haberdash', 'liberti', 'godmad', 'ullaptur']"
DK,4,2,"['touchtool', 'protectyourself', 'accessori', 'onlineshop', 'endeligkomdagen', 'konfirm', 'sdestenev', 'dejligdag', 'corona', 'bolig']"
DK,4,3,"['mitesbjerg', 'fanklud', 'fantrkld', 'mundbind', 'famili', 'kbenhavn', 'hndlavet', 'nordvest', 'bredygtigh', 'microfin']"
DK,4,4,"['covid', 'maskpollut', 'vote', 'robott', 'tvlorri', 'europa', 'copenhagen', 'coronavirus', 'pandemia', 'denmark']"
DK,4,5,"['kglfidelio', 'operah', 'liveperform', 'opera', 'artsindustri', 'grate', 'bygningsstruktr', 'blivstruktr', 'struktrtiljegdr', 'superhndvrk']"
DK,4,6,"['wearezealand', 'coronatim', 'livinginabox', 'thestillsilv', 'lillemorbuk', 'logo', 'silhouett', 'mancav', 'workshop', 'garag']"
DK,4,7,"['firstbirthday', 'hiphurra', 'birthdaygirl', 'skype', 'fdselsdagskag', 'lillesst', 'efternl', 'frstefdselsdag', 'babygirl', 'isol']"
DK,4,8,"['skit', 'tegnprocessen', 'efterskolelivet', 'stress', 'livetmedbrn', 'morgenkaff', 'hyggeligsndag', 'covidart', 'ideer', 'alonetogeth']"
DK,4,9,"['lalandia', 'skommerviigen', 'godferi', 'argentinaunida', 'guestpag', 'anicura', 'anicuracitysyd', 'tnkudafboksen', 'vestitita', 'mycph']"
DK,5,0,"['crew', 'alberslund', 'natteravnen', 'albertshj', 'frivillig', 'copenhagen', 'corona', 'trust', 'honesti', 'noxnetwork']"
DK,5,1,"['coronavirus', 'argentinaunida', 'faaborg', 'havnestuen', 'donat', 'mundbind', 'skommerviigen', 'godferi', 'lalandia', 'precioscuidado']"
DK,5,2,"['bryllup', 'klimbjerghotel', 'sskend', 'fjolleri', 'kvalitetstid', 'babygirl', 'maleri', 'snartsymptomfri', 'frsteskridt', 'babymaleri']"
DK,5,3,"['wearezealand', 'coronatim', 'trip', 'igstreet', 'copenhagen', 'lifeisstreet', 'voltig', 'hor', 'kold', 'wanderlust']"
DK,5,4,"['corona', 'medalj', 'bowl', 'sport', 'vesterhavet', 'septemb', 'fosdalen', 'gatur', 'lrdagsbesg', 'udflugt']"
DK,5,5,"['hike', 'neksel', 'vejrhj', 'odsher', 'wildgarl', 'cottag', 'shotoniphon', 'isol', 'covid', 'forev']"
DK,5,6,"['lovemydog', 'workingfromhom', 'autumn', 'vestitita', 'denmark', 'fall', 'mandag', 'skridtpkontoen', 'skridt', 'friskluft']"
DK,5,7,"['koncert', 'hiphop', 'odensec', 'pedeb', 'danskrap', 'danskhiphop', 'oden', 'covid', 'crew', 'shotoniphon']"
DK,5,8,"['autmunmood', 'frasofaen', 'extrav', 'hjemmekontor', 'selvstndig', 'flareup', 'dress', 'tommyhilfig', 'matchymatchi', 'dressedup']"
DK,5,9,"['natur', 'turmedhunden', 'hakkemosen', 'taastrup', 'roligmorgen', 'efterr', 'sdestenev', 'endeligkomdagen', 'konfirm', 'dejligdag']"
DO,0,0,"['diosantetodo', 'mascarilla', 'ndvariedadeslv', 'vamoscontodo']"
DO,1,0,"['amor', 'boda', 'bodasrd', 'dress', 'love', 'photographi', 'secasaron', 'wedingdress']"
DO,2,0,"['procimaxrealti', 'bienesra', 'venta', 'alquil', 'covid', 'empresa', 'asalto', 'vigilancia', 'surveil', 'hikvi']"
DO,2,1,"['amor', 'suiza', 'mahatan', 'realest', 'lamega', 'bavaro', 'italia', 'newyorkc', 'lamegamezcla', 'tiktok']"
DO,2,2,"['cambita', 'instagram', 'santodomingord', 'saltodellimon', 'mioexplorando', 'areaprotegida', 'cristianypeggi', 'fithous', 'entrenamiento', 'diciembrefit']"
DO,2,3,"['apartamento', 'piscina', 'mudat', 'wilberplusv', 'plusval', 'invers', 'inver', 'wilber', 'penthous', 'arbnb']"
DO,2,4,"['saludsomostodo', 'srsnorcentr', 'prevencion', 'coronavirusrd', 'pandemia', 'viaj', 'naturaleza', 'salud', 'coronavirus', 'villa']"
DO,2,5,"['procimaxrealti', 'venta', 'bienesra', 'alquil', 'solaresenventa', 'covid', 'quedateencasa', 'restaur', 'coronavirus', 'laboratorio']"
DO,2,6,"['vemdemondi', 'dioslosbendiga', 'cuarentin', 'puntacana', 'dominicana', 'tattoocovid', 'tattoord', 'tattoo', 'tattooartist', 'coronavirus']"
DO,2,7,"['bienesra', 'venta', 'procimaxrealti', 'yosoyfit', 'beauti', 'chiclov', 'plancha', 'smarfitrd', 'smarfitcolombia', 'eldolordemucho']"
DO,2,8,"['rdcoronavirusp', 'bellasplaya', 'peninsulasamana', 'cindystravel', 'playaelval', 'covid', 'sport', 'escolar', 'hombr', 'workout']"
DO,2,9,"['liceo', 'calidad', 'lune', 'politcnico', 'anlisi', 'horario', 'viern', 'telfono', 'lder', 'client']"
DO,3,0,"['mudat', 'invers', 'plusval', 'arbnb', 'inver', 'piscina', 'wilber', 'apartamento', 'penthous', 'wilberplusv']"
DO,3,1,"['doctor', 'embarazo', 'informacion', 'obstetricia', 'educacion', 'woman', 'saludybienestar', 'ginecologia', 'doctora', 'medicina']"
DO,3,2,"['latam', 'viral', 'trendingtop', 'noma', 'instagram', 'toquedequeda', 'covid', 'diosantetodo', 'vamoscontodo', 'ndvariedadeslv']"
DO,3,3,"['procimaxrealti', 'bienesra', 'venta', 'mascarilla', 'proteget', 'historia', 'llavero', 'express', 'taza', 'keychain']"
DO,3,4,"['solaresenventa', 'teni', 'sport', 'girl', 'hombr', 'ropadeportiva', 'shoe', 'workout', 'mochila', 'escolar']"
DO,3,5,"['belleza', 'light', 'construccion', 'work', 'sheetrock', 'remodelacion', 'mundo', 'paint', 'remodel', 'espacio']"
DO,3,6,"['emprendedor', 'enfoqu', 'dgii', 'dinero', 'vision', 'activo', 'puntacanard', 'santiagord', 'asesoria', 'capacitacion']"
DO,3,7,"['srsnorcentr', 'saludsomostodo', 'prevencion', 'alofok', 'gurabo', 'tecnologa', 'santiago', 'salud', 'coronavirusrd', 'pandemia']"
DO,3,8,"['remodelacion', 'construccion', 'ceil', 'loveyourself', 'techous', 'sheetrock', 'light', 'espacio', 'sueno', 'mundo']"
DO,3,9,"['seguridad', 'bienestar', 'staysaf', 'purairerd', 'salud', 'restaur', 'protecion', 'antifluido', 'covid', 'desinfeccin']"
DO,4,0,"['cristal', 'coronaflor', 'perlasblanca', 'telasbonita', 'estampado', 'tapabocasdetela', 'mujer', 'mascarilla', 'fruta', 'diseno']"
DO,4,1,"['tutus', 'princesa', 'rosado', 'unicornio', 'disenandotus', 'fruta', 'jean', 'perla', 'mamihija', 'dioslosbendiga']"
DO,4,2,"['calor', 'fruta', 'foodi', 'gastronomi', 'manjarrd', 'picadera', 'tropic', 'wrap', 'chocol', 'hershey']"
DO,4,3,"['picadera', 'fruta', 'tropic', 'buenosdia', 'miercol', 'detal', 'corona', 'delici', 'comerico', 'puertoplata']"
DO,4,4,"['diseno', 'dioslosbendiga', 'cuarentin', 'quedateencasa', 'perlasblanca', 'cuarentena', 'inici', 'white', 'coronaflor', 'cristal']"
DO,5,0,"['vacacion', 'saludo', 'mountainlov', 'tourism', 'samana', 'besaf', 'mountain', 'sealov', 'lasgalera', 'drinvest']"
DO,5,1,"['samana', 'tourism', 'mountainlov', 'saludo', 'vacacion', 'seaview', 'saman', 'montana', 'wood', 'vacat']"
DO,6,0,"['cuarentena', 'cuarentin', 'dioslosbendiga', 'poloch', 'quedateencasa', 'scrunchi']"
DZ,0,0,"['tuni', 'coupa', 'batna', 'barbershop', 'blida', 'constontin', 'karakoualgrien', 'marocain', 'biskra', 'parisbejaia']"
DZ,0,1,"['french', 'draw', 'debut', 'mennnui', 'croqui', 'dessin', 'manga', 'instagood', 'instagram', 'sweatshirt']"
DZ,0,2,"['emergencyfund', 'westernsahara', 'teach', 'desertvoicebox', 'justgiv', 'saharawi', 'coronavirus', 'batnaskikda', 'villag', 'parkmallsetif']"
DZ,0,3,"['likesforlik', 'meublemassif', 'bahut', 'meublerelook', 'meublealgeri', 'liketim', 'meubledeco', 'likeforfollow', 'khracia', 'tablebass']"
DZ,0,4,"['tlemcen', 'tlemcenmavil', 'tourismalgeria', 'tlemcenia', 'algerianblida', 'cheddatlemcenia', 'topalgeriaphoto', 'covid', 'algerienn', 'algeria']"
DZ,1,0,"['clio', 'cadeau', 'corona', 'cadredeco', 'minou', 'audi', 'papa', 'cakedisign', 'layercak', 'mosqu']"
DZ,1,1,"['algeria', 'covid', 'dzair', 'sport', 'manstyl', 'stylish', 'fashion', 'algerian', 'dzpower', 'annaba']"
DZ,1,2,"['layercak', 'papa', 'cakedisign', 'likesforlik', 'coronavirus', 'deco', 'decor', 'homesweethom', 'khraissia', 'meublerelook']"
DZ,1,3,"['likelik', 'photo', 'likefollow', 'lamer', 'covidsf', 'laplag', 'likeforlik', 'coucherdesoleil', 'abonn', 'abonnetoi']"
DZ,1,4,"['stayhom', 'instalov', 'loveyourself', 'india', 'faishon', 'model', 'blacklov', 'selfiequeen', 'moodi', 'modelsbl']"
DZ,2,0,"['algeri', 'audi', 'cadeau', 'cadredeco', 'clio', 'corona', 'minou']"
DZ,3,0,"['cheddatlemcenia', 'tlemcen', 'algerianblida', 'covid', 'tourismalgeria', 'topalgeriaphoto', 'artist', 'algerienn', 'tlemcenmavil', 'tlemcenia']"
DZ,3,1,"['hijab', 'costontin', 'annaba', 'comment', 'instegram', 'jijl', 'messeng', 'setif', 'footbal', 'facebook']"
DZ,4,0,"['photographi', 'quarantin', 'ootd', 'outfit', 'outfitoftheday', 'lookbook', 'photooftheday', 'summer', 'shootingphoto', 'lifestyl']"
DZ,5,0,"['photographi', 'quarantin', 'ootd', 'outfit', 'outfitoftheday', 'lookbook', 'photooftheday', 'summer', 'shootingphoto', 'lifestyl']"
EC,0,0,"['enfermeria', 'saludintegr', 'centrodesalud', 'sudamerica', 'elgolfnosun', 'golf', 'golfecuador', 'dauleselevanta', 'laaurora', 'daul']"
EC,0,1,"['odontologo', 'clinicad', 'medicinabuc', 'saludbuc', 'odontologa', 'odontologia', 'pediatra', 'familia', 'dental', 'virus']"
EC,0,2,"['odontopediatria', 'proteccioncovid', 'ecuatoriano', 'familiaecuador', 'ortodoncista', 'instatech', 'odontlogo', 'instatecnolog', 'odontologo', 'ortodoncia']"
EC,0,3,"['pandemia', 'nutri', 'lash', 'usarmascarilla', 'coronavirus', 'yomecuido', 'nutricionista', 'seguridad', 'makeupecuador', 'universidad']"
EC,0,4,"['cuarentena', 'entrevista', 'economia', 'pandemia', 'bianco', 'quito', 'smile', 'odontologaloja', 'odontomedmg', 'emprendimiento']"
EC,0,5,"['ambatoc', 'nocompresadopta', 'ambato', 'ecuador', 'facial', 'bianco', 'nuevanormalidad', 'virus', 'guayaquil', 'pandemia']"
EC,0,6,"['bioseguridad', 'bienestar', 'metrova', 'emprendedor', 'camaron', 'comercio', 'mrbollo', 'albacora', 'tipico', 'bollo']"
EC,0,7,"['infectologo', 'masterenvih', 'sarscov', 'instamo', 'hairstyl', 'medicalpoint', 'torremedicaxima', 'coronavirus', 'bianco', 'peluqueria']"
EC,0,8,"['bienestar', 'salud', 'atacam', 'esmeralda', 'examanesmedico', 'domicilio', 'eloyalfaro', 'bioquimico', 'seguridad', 'ibarra']"
EC,0,9,"['guantesdelatex', 'cuidat', 'seguridad', 'mascarilla', 'fluxusfoto', 'xxxiii', 'educ', 'salud', 'cumbaya', 'dentista']"
EC,1,0,"['hairstylist', 'haircolor', 'style', 'salon', 'rubio', 'quedateencasa', 'instaphoto', 'instamo', 'imagen', 'babylight']"
EC,2,0,"['charm', 'chicwoman', 'forev', 'tiendaonlin', 'tiktok', 'unico', 'vuelaalto']"
EC,3,0,"['salina', 'santodomingo', 'plazalago', 'quito', 'riobamba', 'malldelsol', 'saman', 'urdesa', 'universidad', 'makeupecuador']"
EC,4,0,"['instafshion', 'guaya', 'photograph', 'look', 'style', 'haircolor', 'botoxcapilar', 'mecha', 'blond', 'modersalon']"
EC,4,1,"['beauti', 'fashion', 'glam', 'makeup', 'colorista', 'instafashion', 'modersalon', 'babylight', 'hair', 'mecha']"
EC,4,2,"['blond', 'haircolor', 'hair', 'rubiosperfecto', 'salondebelleza', 'salon', 'cabellosano', 'instaphoto', 'haircut', 'style']"
EC,4,3,"['keratina', 'fashionstyl', 'brillo', 'alisadokeratina', 'antifrizz', 'salon', 'cabellosano', 'coolstyl', 'imagen', 'quedateencasa']"
EC,4,4,"['photographi', 'guayaquilc', 'salondebelleza', 'coolstyl', 'follow', 'cabellosano', 'glamour', 'lookstyl', 'estilista', 'instaphoto']"
EC,5,0,"['instamo', 'lookstyl', 'imagen', 'instafashion', 'instagram', 'hairstyl', 'instaphoto', 'stilismo', 'salon', 'hair']"
EC,6,0,"['doaursula', 'mitaddelmundo', 'aventura', 'conoc', 'compaera', 'cayamb', 'cayambeecuador', 'joya', 'anillosdeplata', 'anillo']"
EC,6,1,"['covid', 'somosmsp', 'distritod', 'adopt', 'donat', 'doglov', 'streetdog', 'animalista', 'water', 'loveanim']"
EC,6,2,"['dasound', 'desinfeccion', 'quito', 'proteccion', 'marcandohuella', 'manabi', 'mascarilla', 'salud', 'guayaquil', 'cheer']"
EC,6,3,"['ligaproserieb', 'covid', 'nocompresadopta', 'ambatoc', 'odontologo', 'ambato', 'punto', 'guayaquil', 'dental', 'clinicad']"
EC,6,4,"['instagood', 'ecuador', 'riobamba', 'prom', 'fuckcovid', 'pielmadura', 'glam', 'beauti', 'vicentefernndez', 'bucaram']"
EC,6,5,"['estudiantil', 'vocesencabina', 'salesiana', 'estudi', 'desinfeccion', 'flamengo', 'amorariverpl', 'mundo', 'musica', 'ftbol']"
EC,6,6,"['rotulo', 'knfacemask', 'diseno', 'mascarilla', 'publicidad', 'urbanart', 'quarantin', 'guayaquil', 'quito', 'cuarentena']"
EC,6,7,"['guayllabamba', 'ecuadorprimero', 'chicwoman', 'vuelaalto', 'unico', 'forev', 'healthi', 'charm', 'tiendaonlin', 'tiktok']"
EC,6,8,"['quito', 'vane', 'lovetim', 'famili', 'cumbayork', 'casaangus', 'engrav', 'nuevanormalidad', 'amazon', 'moronasantiago']"
EC,6,9,"['rotulo', 'quitoecuador', 'gafa', 'cuidat', 'cuidadodelapiel', 'virus', 'coronavirus', 'pediatra', 'publicidad', 'diseno']"
EC,7,0,"['salina', 'santodomingo', 'plazalago', 'quito', 'riobamba', 'malldelsol', 'saman', 'urdesa', 'universidad', 'makeupecuador']"
EG,0,0,"['instafrica', 'followfollow', 'photopftheday', 'peopleinfin', 'oneshot', 'nikonmea', 'nikonegypt', 'medailylif', 'instmeet', 'instagram']"
EG,0,1,"['instafrica', 'followfollow', 'photopftheday', 'peopleinfin', 'oneshot', 'nikonmea', 'nikonegypt', 'medailylif', 'instmeet', 'instagram']"
EG,2,0,"['beachday', 'faceshield', 'safe', 'backtoschool', 'kidssafetypack', 'clear', 'safetyfirst', 'light', 'foodporn', 'foodphotographi']"
EG,2,1,"['potato', 'instagram', 'school', 'stdayofschool', 'egypt', 'portrait', 'lifestyl', 'backtoschool', 'lightroom', 'portraitmood']"
EG,2,2,"['swim', 'corona', 'niceday', 'insta', 'sixpack', 'trainingday', 'style', 'goodfeel', 'boxeo', 'train']"
EG,2,3,"['ultrasound', 'stayathom', 'coronavirus', 'stayhom', 'corona', 'everydayegypt', 'reuter', 'middleeast', 'documentari', 'pressphoto']"
EG,2,4,"['liteeconomi', 'economi', 'worldeconomi', 'egypteconomi', 'econom', 'phonographi', 'natgeoyourshot', 'mobil', 'panadem', 'shotoniphon']"
EG,2,5,"['ecommerc', 'microeconom', 'globaleconomi', 'worldeconomist', 'economynew', 'cardio', 'lowerbodi', 'fitspo', 'fitmom', 'nike']"
EG,2,6,"['covid', 'instagram', 'potato', 'follow', 'snack', 'lifebyf', 'cook', 'love', 'cairoegypt', 'giftwrap']"
EG,2,7,"['woodslic', 'idea', 'madewithlov', 'handmad', 'dessert', 'sinai', 'desert', 'desertlif', 'camel', 'friend']"
EG,2,8,"['giveaway', 'nanci', 'fasioninsta', 'cairoegypt', 'coffeelov', 'moda', 'friend', 'idea', 'handmad', 'madewithlov']"
EG,2,9,"['homegym', 'theplatform', 'netflix', 'critic', 'march', 'loveisblind', 'cinema', 'instagram', 'follow', 'rock']"
EG,3,0,"['loveyou', 'instagram', 'staystrong', 'stayposit', 'stagedtosel', 'rock', 'power', 'popmus', 'music', 'band']"
EG,4,0,"['foodstagram', 'fotd', 'foodphotographi', 'foodpic', 'foodporn', 'foodi', 'ilovefood', 'goodfood', 'foodcoma', 'friedchicken']"
ES,0,0,"['coslada', 'hechoamano', 'hechoconamor', 'hechoenespaa', 'madeinspain', 'madrid', 'mascarilla']"
ES,1,0,"['evento', 'hibrido', 'innovacion', 'persua', 'resistir', 'rtve', 'septiembr']"
ES,2,0,"['protejet', 'calmarxantolot', 'lafinestra', 'draw', 'outfit', 'style', 'botigadebarri', 'valenciagram', 'textil', 'moondev']"
ES,2,1,"['barcelona', 'recomenzamo', 'memscatalan', 'cerdanya', 'puigcerda', 'badiu', 'humor', 'mascarilla', 'wearamask', 'moda']"
ES,2,2,"['madrid', 'tropasdemagon', 'cartagena', 'magon', 'legan', 'voluntariado', 'solidaridad', 'ayuda', 'juntosxlegan', 'mascarilla']"
ES,2,3,"['botigadebarri', 'stopcovid', 'comercolot', 'style', 'outfit', 'photographi', 'virus', 'coronavirus', 'photooftheday', 'photograph']"
ES,2,4,"['doctor', 'laspalma', 'proteccion', 'prevencion', 'grancanaria', 'aquazero', 'kitvueltaalcol', 'superman', 'kitcovid', 'lavozderosario']"
ES,3,0,"['recycl', 'maskoff', 'smallbusi', 'savetheplanet', 'savetheearth', 'savethechildren', 'savetheanim', 'reusablemask', 'reus', 'respon']"
ES,4,0,"['footbal', 'friend', 'madrid', 'marmenor', 'vitoriagasteiz', 'covid', 'weddingday', 'august', 'thank', 'coronavirus']"
ES,4,1,"['artextremadura', 'culturavirtu', 'barnatresc', 'cultura', 'covid', 'deport', 'videollamada', 'seguridad', 'feestet', 'cursadelamerc']"
ES,4,2,"['covid', 'verano', 'abogacia', 'teletrabajo', 'latepost', 'galicia', 'montblanc', 'veranoportug', 'paisvasco', 'culturasegura']"
ES,4,3,"['schtig', 'unsichtbar', 'addict', 'adiccin', 'death', 'droga', 'drug', 'clochard', 'seringu', 'heroina']"
ES,4,4,"['fall', 'comic', 'familiacovid', 'marvel', 'protocoloscovid', 'barberlif', 'menshaircut', 'responsabilidad', 'cordoba', 'sagradafamilia']"
ES,4,5,"['madrid', 'ayusodimi', 'confinamiento', 'periodismo', 'lloretdemar', 'lloret', 'salud', 'photo', 'unidadciudadana', 'document']"
ES,4,6,"['espaa', 'look', 'huertoecologico', 'instafood', 'volcano', 'vacacion', 'photographi', 'instagood', 'photooftheday', 'barcelona']"
ES,4,7,"['lehenikherria', 'primerolag', 'boda', 'unicornio', 'covid', 'despedida', 'aldeadesestelo', 'goodvib', 'halloween', 'novia']"
ES,4,8,"['danc', 'almostreadi', 'feel', 'fuengirola', 'freetim', 'freesoul', 'idowhatiw', 'estepona', 'xmagazin', 'backtonorm']"
ES,4,9,"['covid', 'spain', 'vueltaalcol', 'nuevanormalidad', 'telasbonita', 'canaria', 'coupleshoot', 'love', 'valencia', 'voluntariado']"
ES,5,0,"['hechoamano', 'coronavirus', 'hechoconamor', 'handmad', 'sanidad', 'botigadebarri', 'anticovid', 'origin', 'filtrotnt', 'rangervalleca']"
ES,5,1,"['filtro', 'proteccion', 'ffpmask', 'calidad', 'mamaehija', 'salamanca', 'tejido', 'mama', 'pequ', 'style']"
ES,5,2,"['mask', 'otoo', 'modamuj', 'diseno', 'artemanospepi', 'libertyjoyeria', 'masqu', 'complemento', 'mascarilla', 'confinamiento']"
ES,5,3,"['mascarilla', 'infantil', 'cuidado', 'bermej', 'pontela', 'farmacia', 'medidascovid', 'stopcovid', 'hechoamano', 'animo']"
ES,5,4,"['algecira', 'coronavirus', 'vueltaalcol', 'diseoperfecto', 'marto', 'madeinsadyc', 'producto', 'ubeda', 'torredonjimeno', 'mascarillla']"
ES,5,5,"['mascarilla', 'covid', 'barcelona', 'mask', 'faxcopi', 'proteget', 'coronavirus', 'color', 'homologada', 'moda']"
ES,5,6,"['seleccinespaola', 'protocoloscovid', 'consumeloc', 'teld', 'coslada', 'juntospodemo', 'ouren', 'hechoenespaa', 'protocolocovid', 'madeinspain']"
ES,5,7,"['covid', 'handmad', 'kitcovid', 'mallorcaisland', 'autocuidado', 'amar', 'mascarilla', 'mascaret', 'senseplom', 'gasoli']"
ES,5,8,"['seguridad', 'mascarillania', 'mascarillanio', 'wabisabi', 'algodn', 'hechasamano', 'telasbonita', 'barcelona', 'handmad', 'mascarilla']"
ES,5,9,"['logrono', 'oferta', 'degustacion', 'gracia', 'handmad', 'proteccion', 'comercioloc', 'mascarilla', 'belleza', 'jumilla']"
ES,6,0,"['higieneman', 'gourmetfood', 'rebrotcovid', 'pulpoalagallega', 'pulpoafeira', 'protocolocovid', 'mascareta', 'inhous', 'cook', 'foodphoto']"
ES,7,0,"['oreoespana', 'oreo', 'tartasmadrid', 'tartascasera', 'oreoreceita', 'chocol', 'oreocak', 'chocolatelov', 'dripcak', 'chocolatecak']"
ES,8,0,"['outfit', 'ootd', 'tattoo', 'style', 'selfi', 'repost', 'photooftheday', 'photographi', 'photo', 'amaz']"
ES,9,0,"['tenet', 'mask', 'covid', 'campodecmara', 'cofradamlg', 'casabermeja', 'mascarilla', 'exposicin', 'seguridad', 'lavabl']"
ES,9,1,"['fuenlabrada', 'santfeliu', 'covid', 'quedatacasa', 'cmsf', 'qudateencasa', 'august', 'friend', 'thank', 'weddingday']"
ES,9,2,"['photochalleng', 'vigo', 'espaa', 'pandemia', 'actualidad', 'instagram', 'likeforlik', 'covidnio', 'covidfamilia', 'covidencasa']"
